STATION,NAME,DATE,ACMH,ACSH,AWND,DAPR,FMTM,FRGT,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WSF1,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT16,WT18
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/15/84,,,,,,,,,0,0,0,,66,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/16/84,,,,,,,,,0,0,0,,61,51,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/17/84,,,,,,,,,0,0,0,,58,50,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/18/84,,,,,,,,,0.29,0,0,,61,48,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/19/84,,,,,,,,,0.08,0,0,,60,50,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/20/84,,,,,,,,,0,0,0,,62,46,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/21/84,,,,,,,,,0,0,0,,66,50,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/22/84,,,,,,,,,0,0,0,,68,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/23/84,,,,,,,,,0,0,0,,63,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/24/84,,,,,,,,,0,0,0,,66,51,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/25/84,,,,,,,,,0,0,0,,61,48,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/26/84,,,,,,,,,0,0,0,,60,46,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/27/84,,,,,,,,,0,0,0,,65,45,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/28/84,,,,,,,,,0,0,0,,65,46,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/29/84,,,,,,,,,0,0,0,,59,51,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/30/84,,,,,,,,,0,0,0,,62,51,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/1/84,,,,,,,,,0.04,0,0,,61,51,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/2/84,,,,,,,,,0,0,0,,65,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/3/84,,,,,,,,,0,0,0,,65,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/4/84,,,,,,,,,0,0,0,,63,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/5/84,,,,,,,,,0,0,0,,65,49,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/6/84,,,,,,,,,0,0,0,,69,48,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/7/84,,,,,,,,,0,0,0,,78,52,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/8/84,,,,,,,,,0,0,0,,76,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/9/84,,,,,,,,,0,0,0,,65,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/10/84,,,,,,,,,0,0,0,,64,52,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/11/84,,,,,,,,,0,0,0,,70,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/12/84,,,,,,,,,0,0,0,,73,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/13/84,,,,,,,,,0,0,0,,66,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/14/84,,,,,,,,,0,0,0,,61,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/15/84,,,,,,,,,0,0,0,,63,49,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/16/84,,,,,,,,,0,0,0,,65,50,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/17/84,,,,,,,,,0,0,0,,65,52,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/18/84,,,,,,,,,0,0,0,,67,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/19/84,,,,,,,,,0,0,0,,66,52,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/20/84,,,,,,,,,0,0,0,,65,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/21/84,,,,,,,,,0,0,0,,66,49,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/22/84,,,,,,,,,0,0,0,,74,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/23/84,,,,,,,,,0,0,0,,67,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/24/84,,,,,,,,,0,0,0,,67,52,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/25/84,,,,,,,,,0,0,0,,75,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/26/84,,,,,,,,,0,0,0,,74,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/27/84,,,,,,,,,0,0,0,,89,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/28/84,,,,,,,,,0,0,0,,81,61,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/29/84,,,,,,,,,0,0,0,,77,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/30/84,,,,,,,,,0,0,0,,68,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/31/84,,,,,,,,,0,0,0,,72,52,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/1/84,,,,,,,,,0,0,0,,79,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/2/84,,,,,,,,,0,0,0,,63,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/3/84,,,,,,,,,0,0,0,,66,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/4/84,,,,,,,,,0.04,0,0,,61,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/5/84,,,,,,,,,0,0,0,,63,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/6/84,,,,,,,,,0.32,0,0,,62,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/7/84,,,,,,,,,0,0,0,,68,52,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/8/84,,,,,,,,,0,0,0,,70,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/9/84,,,,,,,,,0,0,0,,69,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/10/84,,,,,,,,,0,0,0,,78,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/11/84,,,,,,,,,0,0,0,,67,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/12/84,,,,,,,,,0,0,0,,61,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/13/84,,,,,,,,,0,0,0,,65,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/14/84,,,,,,,,,0,0,0,,66,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/15/84,,,,,,,,,0,0,0,,70,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/16/84,,,,,,,,,0,0,0,,70,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/17/84,,,,,,,,,0,0,0,,75,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/18/84,,,,,,,,,0,0,0,,68,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/19/84,,,,,,,,,0,0,0,,58,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/20/84,,,,,,,,,0,0,0,,65,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/21/84,,,,,,,,,0,0,0,,73,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/22/84,,,,,,,,,0,0,0,,77,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/23/84,,,,,,,,,0,0,0,,70,53,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/24/84,,,,,,,,,0,0,0,,68,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/25/84,,,,,,,,,0,0,0,,65,52,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/26/84,,,,,,,,,0,0,0,,71,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/27/84,,,,,,,,,0,0,0,,74,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/28/84,,,,,,,,,0,0,0,,63,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/29/84,,,,,,,,,0,0,0,,68,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/30/84,,,,,,,,,0,0,0,,79,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/1/84,,,,,,,,,0,0,0,,90,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/2/84,,,,,,,,,0,0,0,,82,63,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/3/84,,,,,,,,,0,0,0,,80,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/4/84,,,,,,,,,0,0,0,,72,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/5/84,,,,,,,,,0,0,0,,69,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/6/84,,,,,,,,,0,0,0,,69,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/7/84,,,,,,,,,0,0,0,,68,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/8/84,,,,,,,,,0,0,0,,66,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/9/84,,,,,,,,,0,0,0,,71,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/10/84,,,,,,,,,0,0,0,,71,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/11/84,,,,,,,,,0,0,0,,71,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/12/84,,,,,,,,,0,0,0,,77,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/13/84,,,,,,,,,0,0,0,,84,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/14/84,,,,,,,,,0,0,0,,80,64,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/15/84,,,,,,,,,0,0,0,,79,62,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/16/84,,,,,,,,,0,0,0,,76,64,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/17/84,,,,,,,,,0,0,0,,73,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/18/84,,,,,,,,,0,0,0,,72,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/19/84,,,,,,,,,0,0,0,,73,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/20/84,,,,,,,,,0,0,0,,68,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/21/84,,,,,,,,,0,0,0,,65,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/22/84,,,,,,,,,0,0,0,,66,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/23/84,,,,,,,,,0,0,0,,72,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/24/84,,,,,,,,,0,0,0,,70,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/25/84,,,,,,,,,0,0,0,,71,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/26/84,,,,,,,,,0,0,0,,74,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/27/84,,,,,,,,,0,0,0,,71,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/28/84,,,,,,,,,0,0,0,,63,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/29/84,,,,,,,,,0,0,0,,70,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/30/84,,,,,,,,,0,0,0,,70,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/31/84,,,,,,,,,0,0,0,,67,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/1/84,,,,,,,,,0,0,0,,67,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/2/84,,,,,,,,,0,0,0,,65,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/3/84,,,,,,,,,0,0,0,,72,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/4/84,,,,,,,,,0,0,0,,74,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/5/84,,,,,,,,,0,0,0,,74,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/6/84,,,,,,,,,0,0,0,,76,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/7/84,,,,,,,,,0,0,0,,88,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/8/84,,,,,,,,,0,0,0,,79,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/9/84,,,,,,,,,0,0,0,,73,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/10/84,,,,,,,,,0,0,0,,71,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/11/84,,,,,,,,,0,0,0,,69,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/12/84,,,,,,,,,0,0,0,,72,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/13/84,,,,,,,,,0,0,0,,70,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/14/84,,,,,,,,,0,0,0,,71,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/15/84,,,,,,,,,0,0,0,,66,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/16/84,,,,,,,,,0,0,0,,74,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/17/84,,,,,,,,,0,0,0,,78,61,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/18/84,,,,,,,,,0,0,0,,74,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/19/84,,,,,,,,,0,0,0,,68,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/20/84,,,,,,,,,0,0,0,,73,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/21/84,,,,,,,,,0,0,0,,69,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/22/84,,,,,,,,,0,0,0,,68,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/23/84,,,,,,,,,0,0,0,,68,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/24/84,,,,,,,,,0,0,0,,68,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/25/84,,,,,,,,,0,0,0,,68,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/26/84,,,,,,,,,0,0,0,,69,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/27/84,,,,,,,,,0,0,0,,70,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/28/84,,,,,,,,,0,0,0,,72,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/29/84,,,,,,,,,0,0,0,,72,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/30/84,,,,,,,,,0.06,0,0,,70,61,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/31/84,,,,,,,,,0,0,0,,77,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/1/84,,,,,,,,,0,0,0,,84,50,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/2/84,,,,,,,,,0,0,0,,82,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/3/84,,,,,,,,,0,0,0,,75,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/4/84,,,,,,,,,0,0,0,,84,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/5/84,,,,,,,,,0,0,0,,72,62,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/6/84,,,,,,,,,0,0,0,,77,61,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/7/84,,,,,,,,,0,0,0,,86,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/8/84,,,,,,,,,0,0,0,,89,66,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/9/84,,,,,,,,,0,0,0,,91,63,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/10/84,,,,,,,,,0,0,0,,91,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/11/84,,,,,,,,,0,0,0,,71,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/12/84,,,,,,,,,0,0,0,,76,57,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/13/84,,,,,,,,,0,0,0,,80,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/14/84,,,,,,,,,0,0,0,,75,61,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/15/84,,,,,,,,,0,0,0,,71,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/16/84,,,,,,,,,0,0,0,,79,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/17/84,,,,,,,,,0,0,0,,89,65,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/18/84,,,,,,,,,0,0,0,,86,68,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/19/84,,,,,,,,,0.03,0,0,,78,61,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/20/84,,,,,,,,,0,0,0,,67,61,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/21/84,,,,,,,,,0,0,0,,76,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/22/84,,,,,,,,,0,0,0,,73,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/23/84,,,,,,,,,0,0,0,,71,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/24/84,,,,,,,,,0,0,0,,75,54,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/25/84,,,,,,,,,0,0,0,,79,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/26/84,,,,,,,,,0,0,0,,84,58,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/27/84,,,,,,,,,0,0,0,,86,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/28/84,,,,,,,,,0,0,0,,81,62,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/29/84,,,,,,,,,0,0,0,,79,59,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/30/84,,,,,,,,,0.05,0,0,,70,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10/1/84,,,,,,,,,0,0,0,,72,56,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10/2/84,,,,,,,,,0,0,0,,69,55,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10/3/84,,,,,,,,,0,0,0,,64,61,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10/4/84,,,,,,,,,0,0,0,,69,61,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10/5/84,,,,,,,,,0,0,0,,70,61,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10/6/84,,,,,,,,,0,0,0,,76,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10/7/84,,,,,,,,,0,0,0,,79,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10/8/84,,,,,,,,,0,0,0,,73,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10/9/84,,,,,,,,,0,0,0,,68,60,,,,,,,,,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10/10/84,,,,,,,,,1,0,0,,71,60,,,,,,,,,,,,,,,,,,,
